var_a,var_b
agg_authoritarian_predisposition|CUL,agg_intergenerational_obligations|FAM
agg_authoritarian_predisposition|CUL,agg_conjugal_union_attitudes|FAM
agg_authoritarian_predisposition|CUL,agg_family_value_transmission|FAM
agg_perceived_political_influence_of_actors|CUL,agg_family_cohesion_quality|FAM
agg_perceived_political_influence_of_actors|CUL,agg_ideal_family_normativity|FAM
agg_perceived_political_influence_of_actors|CUL,agg_intergenerational_obligations|FAM
agg_perceived_political_influence_of_actors|CUL,agg_conjugal_union_attitudes|FAM
agg_perceived_political_influence_of_actors|CUL,agg_family_value_transmission|FAM
agg_democratic_legitimacy_support|CUL,agg_perceived_representativeness|FED
agg_democratic_legitimacy_support|CUL,agg_fiscal_and_service_federalism_preferences|FED
agg_democratic_legitimacy_support|CUL,agg_legal_uniformity_preference|FED
agg_democratic_legitimacy_support|CUL,agg_security_governance_preferences|FED
agg_democratic_legitimacy_support|CUL,agg_political_interest_and_engagement|FED
agg_institutional_trust_and_electoral_confidence|CUL,agg_perceived_representativeness|FED
agg_institutional_trust_and_electoral_confidence|CUL,agg_fiscal_and_service_federalism_preferences|FED
agg_institutional_trust_and_electoral_confidence|CUL,agg_legal_uniformity_preference|FED
agg_institutional_trust_and_electoral_confidence|CUL,agg_security_governance_preferences|FED
agg_institutional_trust_and_electoral_confidence|CUL,agg_political_interest_and_engagement|FED
agg_political_efficacy_and_engagement|CUL,agg_perceived_representativeness|FED
agg_political_efficacy_and_engagement|CUL,agg_fiscal_and_service_federalism_preferences|FED
agg_political_efficacy_and_engagement|CUL,agg_legal_uniformity_preference|FED
agg_political_efficacy_and_engagement|CUL,agg_security_governance_preferences|FED
agg_political_efficacy_and_engagement|CUL,agg_political_interest_and_engagement|FED
agg_authoritarian_predisposition|CUL,agg_perceived_representativeness|FED
agg_authoritarian_predisposition|CUL,agg_fiscal_and_service_federalism_preferences|FED
agg_authoritarian_predisposition|CUL,agg_legal_uniformity_preference|FED
agg_authoritarian_predisposition|CUL,agg_security_governance_preferences|FED
agg_authoritarian_predisposition|CUL,agg_political_interest_and_engagement|FED
agg_perceived_political_influence_of_actors|CUL,agg_perceived_representativeness|FED
agg_perceived_political_influence_of_actors|CUL,agg_fiscal_and_service_federalism_preferences|FED
agg_perceived_political_influence_of_actors|CUL,agg_legal_uniformity_preference|FED
agg_perceived_political_influence_of_actors|CUL,agg_security_governance_preferences|FED
agg_perceived_political_influence_of_actors|CUL,agg_political_interest_and_engagement|FED
agg_democratic_legitimacy_support|CUL,agg_traditional_gender_role_attitudes|GEN
agg_democratic_legitimacy_support|CUL,agg_tolerance_of_gender_based_violence|GEN
agg_democratic_legitimacy_support|CUL,agg_sexual_and_reproductive_attitudes|GEN
agg_institutional_trust_and_electoral_confidence|CUL,agg_traditional_gender_role_attitudes|GEN
agg_institutional_trust_and_electoral_confidence|CUL,agg_tolerance_of_gender_based_violence|GEN
agg_institutional_trust_and_electoral_confidence|CUL,agg_sexual_and_reproductive_attitudes|GEN
agg_political_efficacy_and_engagement|CUL,agg_traditional_gender_role_attitudes|GEN
agg_political_efficacy_and_engagement|CUL,agg_tolerance_of_gender_based_violence|GEN
agg_political_efficacy_and_engagement|CUL,agg_sexual_and_reproductive_attitudes|GEN
agg_authoritarian_predisposition|CUL,agg_traditional_gender_role_attitudes|GEN
agg_authoritarian_predisposition|CUL,agg_tolerance_of_gender_based_violence|GEN
agg_authoritarian_predisposition|CUL,agg_sexual_and_reproductive_attitudes|GEN
agg_perceived_political_influence_of_actors|CUL,agg_traditional_gender_role_attitudes|GEN
agg_perceived_political_influence_of_actors|CUL,agg_tolerance_of_gender_based_violence|GEN
agg_perceived_political_influence_of_actors|CUL,agg_sexual_and_reproductive_attitudes|GEN
agg_democratic_legitimacy_support|CUL,agg_transnational_exposure|GLO
agg_democratic_legitimacy_support|CUL,agg_economic_globalization_attitudes|GLO
agg_democratic_legitimacy_support|CUL,agg_international_institutional_engagement|GLO
agg_institutional_trust_and_electoral_confidence|CUL,agg_transnational_exposure|GLO
agg_institutional_trust_and_electoral_confidence|CUL,agg_economic_globalization_attitudes|GLO
agg_institutional_trust_and_electoral_confidence|CUL,agg_international_institutional_engagement|GLO
agg_political_efficacy_and_engagement|CUL,agg_transnational_exposure|GLO
agg_political_efficacy_and_engagement|CUL,agg_economic_globalization_attitudes|GLO
agg_political_efficacy_and_engagement|CUL,agg_international_institutional_engagement|GLO
agg_authoritarian_predisposition|CUL,agg_transnational_exposure|GLO
agg_authoritarian_predisposition|CUL,agg_economic_globalization_attitudes|GLO
agg_authoritarian_predisposition|CUL,agg_international_institutional_engagement|GLO
agg_perceived_political_influence_of_actors|CUL,agg_transnational_exposure|GLO
agg_perceived_political_influence_of_actors|CUL,agg_economic_globalization_attitudes|GLO
agg_perceived_political_influence_of_actors|CUL,agg_international_institutional_engagement|GLO
agg_democratic_legitimacy_support|CUL,agg_structural_housing_quality|HAB
agg_democratic_legitimacy_support|CUL,agg_basic_services_access|HAB
agg_democratic_legitimacy_support|CUL,agg_household_asset_endowment|HAB
agg_democratic_legitimacy_support|CUL,agg_housing_tenure_security|HAB
agg_institutional_trust_and_electoral_confidence|CUL,agg_structural_housing_quality|HAB
agg_institutional_trust_and_electoral_confidence|CUL,agg_basic_services_access|HAB
agg_institutional_trust_and_electoral_confidence|CUL,agg_household_asset_endowment|HAB
agg_institutional_trust_and_electoral_confidence|CUL,agg_housing_tenure_security|HAB
agg_political_efficacy_and_engagement|CUL,agg_structural_housing_quality|HAB
agg_political_efficacy_and_engagement|CUL,agg_basic_services_access|HAB
agg_political_efficacy_and_engagement|CUL,agg_household_asset_endowment|HAB
agg_political_efficacy_and_engagement|CUL,agg_housing_tenure_security|HAB
agg_authoritarian_predisposition|CUL,agg_structural_housing_quality|HAB
agg_authoritarian_predisposition|CUL,agg_basic_services_access|HAB
agg_authoritarian_predisposition|CUL,agg_household_asset_endowment|HAB
agg_authoritarian_predisposition|CUL,agg_housing_tenure_security|HAB
agg_perceived_political_influence_of_actors|CUL,agg_structural_housing_quality|HAB
agg_perceived_political_influence_of_actors|CUL,agg_basic_services_access|HAB
agg_perceived_political_influence_of_actors|CUL,agg_household_asset_endowment|HAB
agg_perceived_political_influence_of_actors|CUL,agg_housing_tenure_security|HAB
agg_democratic_legitimacy_support|CUL,agg_national_identity_pride|IDE
agg_democratic_legitimacy_support|CUL,agg_tolerance_social_diversity|IDE
agg_democratic_legitimacy_support|CUL,agg_personal_optimism_efficacy|IDE
agg_democratic_legitimacy_support|CUL,agg_moral_normative_conservatism|IDE
agg_institutional_trust_and_electoral_confidence|CUL,agg_national_identity_pride|IDE
agg_institutional_trust_and_electoral_confidence|CUL,agg_tolerance_social_diversity|IDE
agg_institutional_trust_and_electoral_confidence|CUL,agg_personal_optimism_efficacy|IDE
agg_institutional_trust_and_electoral_confidence|CUL,agg_moral_normative_conservatism|IDE
agg_political_efficacy_and_engagement|CUL,agg_national_identity_pride|IDE
agg_political_efficacy_and_engagement|CUL,agg_tolerance_social_diversity|IDE
agg_political_efficacy_and_engagement|CUL,agg_personal_optimism_efficacy|IDE
agg_political_efficacy_and_engagement|CUL,agg_moral_normative_conservatism|IDE
agg_authoritarian_predisposition|CUL,agg_national_identity_pride|IDE
agg_authoritarian_predisposition|CUL,agg_tolerance_social_diversity|IDE
agg_authoritarian_predisposition|CUL,agg_personal_optimism_efficacy|IDE
agg_authoritarian_predisposition|CUL,agg_moral_normative_conservatism|IDE
agg_perceived_political_influence_of_actors|CUL,agg_national_identity_pride|IDE
agg_perceived_political_influence_of_actors|CUL,agg_tolerance_social_diversity|IDE
agg_perceived_political_influence_of_actors|CUL,agg_personal_optimism_efficacy|IDE
agg_perceived_political_influence_of_actors|CUL,agg_moral_normative_conservatism|IDE
agg_democratic_legitimacy_support|CUL,agg_perceived_indigenous_discrimination|IND
agg_democratic_legitimacy_support|CUL,agg_social_distance_toward_indigenous_people|IND
agg_democratic_legitimacy_support|CUL,agg_national_economic_outlook|IND
agg_institutional_trust_and_electoral_confidence|CUL,agg_perceived_indigenous_discrimination|IND
agg_institutional_trust_and_electoral_confidence|CUL,agg_social_distance_toward_indigenous_people|IND
agg_institutional_trust_and_electoral_confidence|CUL,agg_national_economic_outlook|IND
agg_political_efficacy_and_engagement|CUL,agg_perceived_indigenous_discrimination|IND
agg_political_efficacy_and_engagement|CUL,agg_social_distance_toward_indigenous_people|IND
agg_political_efficacy_and_engagement|CUL,agg_national_economic_outlook|IND
agg_authoritarian_predisposition|CUL,agg_perceived_indigenous_discrimination|IND
agg_authoritarian_predisposition|CUL,agg_social_distance_toward_indigenous_people|IND
agg_authoritarian_predisposition|CUL,agg_national_economic_outlook|IND
agg_perceived_political_influence_of_actors|CUL,agg_perceived_indigenous_discrimination|IND
agg_perceived_political_influence_of_actors|CUL,agg_social_distance_toward_indigenous_people|IND
agg_perceived_political_influence_of_actors|CUL,agg_national_economic_outlook|IND
agg_democratic_legitimacy_support|CUL,agg_judicial_institutional_trust|JUS
agg_democratic_legitimacy_support|CUL,agg_legal_cynicism_extrajudicial_justice|JUS
agg_democratic_legitimacy_support|CUL,agg_police_trust_and_legitimacy|JUS
agg_democratic_legitimacy_support|CUL,agg_law_compliance_motivation|JUS
agg_institutional_trust_and_electoral_confidence|CUL,agg_judicial_institutional_trust|JUS
agg_institutional_trust_and_electoral_confidence|CUL,agg_legal_cynicism_extrajudicial_justice|JUS
agg_institutional_trust_and_electoral_confidence|CUL,agg_police_trust_and_legitimacy|JUS
agg_institutional_trust_and_electoral_confidence|CUL,agg_law_compliance_motivation|JUS
agg_political_efficacy_and_engagement|CUL,agg_judicial_institutional_trust|JUS
agg_political_efficacy_and_engagement|CUL,agg_legal_cynicism_extrajudicial_justice|JUS
agg_political_efficacy_and_engagement|CUL,agg_police_trust_and_legitimacy|JUS
agg_political_efficacy_and_engagement|CUL,agg_law_compliance_motivation|JUS
agg_authoritarian_predisposition|CUL,agg_judicial_institutional_trust|JUS
agg_authoritarian_predisposition|CUL,agg_legal_cynicism_extrajudicial_justice|JUS
agg_authoritarian_predisposition|CUL,agg_police_trust_and_legitimacy|JUS
agg_authoritarian_predisposition|CUL,agg_law_compliance_motivation|JUS
agg_perceived_political_influence_of_actors|CUL,agg_judicial_institutional_trust|JUS
agg_perceived_political_influence_of_actors|CUL,agg_legal_cynicism_extrajudicial_justice|JUS
agg_perceived_political_influence_of_actors|CUL,agg_police_trust_and_legitimacy|JUS
agg_perceived_political_influence_of_actors|CUL,agg_law_compliance_motivation|JUS
agg_democratic_legitimacy_support|CUL,agg_environmental_problem_salience|MED
agg_democratic_legitimacy_support|CUL,agg_environmental_knowledge_self_efficacy|MED
agg_democratic_legitimacy_support|CUL,agg_pro_environmental_civic_engagement|MED
agg_democratic_legitimacy_support|CUL,agg_climate_change_risk_perception|MED
agg_institutional_trust_and_electoral_confidence|CUL,agg_environmental_problem_salience|MED
agg_institutional_trust_and_electoral_confidence|CUL,agg_environmental_knowledge_self_efficacy|MED
agg_institutional_trust_and_electoral_confidence|CUL,agg_pro_environmental_civic_engagement|MED
agg_institutional_trust_and_electoral_confidence|CUL,agg_climate_change_risk_perception|MED
agg_political_efficacy_and_engagement|CUL,agg_environmental_problem_salience|MED
agg_political_efficacy_and_engagement|CUL,agg_environmental_knowledge_self_efficacy|MED
agg_political_efficacy_and_engagement|CUL,agg_pro_environmental_civic_engagement|MED
agg_political_efficacy_and_engagement|CUL,agg_climate_change_risk_perception|MED
agg_authoritarian_predisposition|CUL,agg_environmental_problem_salience|MED
agg_authoritarian_predisposition|CUL,agg_environmental_knowledge_self_efficacy|MED
agg_authoritarian_predisposition|CUL,agg_pro_environmental_civic_engagement|MED
agg_authoritarian_predisposition|CUL,agg_climate_change_risk_perception|MED
agg_perceived_political_influence_of_actors|CUL,agg_environmental_problem_salience|MED
agg_perceived_political_influence_of_actors|CUL,agg_environmental_knowledge_self_efficacy|MED
agg_perceived_political_influence_of_actors|CUL,agg_pro_environmental_civic_engagement|MED
agg_perceived_political_influence_of_actors|CUL,agg_climate_change_risk_perception|MED
agg_democratic_legitimacy_support|CUL,agg_emigration_intention_likelihood|MIG
agg_democratic_legitimacy_support|CUL,agg_perceived_opportunity_structure|MIG
agg_democratic_legitimacy_support|CUL,agg_attitudes_toward_foreigners_in_mexico|MIG
agg_institutional_trust_and_electoral_confidence|CUL,agg_emigration_intention_likelihood|MIG
agg_institutional_trust_and_electoral_confidence|CUL,agg_perceived_opportunity_structure|MIG
agg_institutional_trust_and_electoral_confidence|CUL,agg_attitudes_toward_foreigners_in_mexico|MIG
agg_political_efficacy_and_engagement|CUL,agg_emigration_intention_likelihood|MIG
agg_political_efficacy_and_engagement|CUL,agg_perceived_opportunity_structure|MIG
agg_political_efficacy_and_engagement|CUL,agg_attitudes_toward_foreigners_in_mexico|MIG
agg_authoritarian_predisposition|CUL,agg_emigration_intention_likelihood|MIG
agg_authoritarian_predisposition|CUL,agg_perceived_opportunity_structure|MIG
agg_authoritarian_predisposition|CUL,agg_attitudes_toward_foreigners_in_mexico|MIG
agg_perceived_political_influence_of_actors|CUL,agg_emigration_intention_likelihood|MIG
agg_perceived_political_influence_of_actors|CUL,agg_perceived_opportunity_structure|MIG
agg_perceived_political_influence_of_actors|CUL,agg_attitudes_toward_foreigners_in_mexico|MIG
agg_democratic_legitimacy_support|CUL,agg_perceived_situation_of_children_and_youth|NIN
agg_democratic_legitimacy_support|CUL,agg_children_rights_recognition_and_respect|NIN
agg_democratic_legitimacy_support|CUL,agg_youth_participation_and_voice|NIN
agg_democratic_legitimacy_support|CUL,agg_youth_educational_opportunity_and_labor_prospects|NIN
agg_institutional_trust_and_electoral_confidence|CUL,agg_perceived_situation_of_children_and_youth|NIN
agg_institutional_trust_and_electoral_confidence|CUL,agg_children_rights_recognition_and_respect|NIN
agg_institutional_trust_and_electoral_confidence|CUL,agg_youth_participation_and_voice|NIN
agg_institutional_trust_and_electoral_confidence|CUL,agg_youth_educational_opportunity_and_labor_prospects|NIN
agg_political_efficacy_and_engagement|CUL,agg_perceived_situation_of_children_and_youth|NIN
agg_political_efficacy_and_engagement|CUL,agg_children_rights_recognition_and_respect|NIN
agg_political_efficacy_and_engagement|CUL,agg_youth_participation_and_voice|NIN
agg_political_efficacy_and_engagement|CUL,agg_youth_educational_opportunity_and_labor_prospects|NIN
agg_authoritarian_predisposition|CUL,agg_perceived_situation_of_children_and_youth|NIN
agg_authoritarian_predisposition|CUL,agg_children_rights_recognition_and_respect|NIN
agg_authoritarian_predisposition|CUL,agg_youth_participation_and_voice|NIN
agg_authoritarian_predisposition|CUL,agg_youth_educational_opportunity_and_labor_prospects|NIN
agg_perceived_political_influence_of_actors|CUL,agg_perceived_situation_of_children_and_youth|NIN
agg_perceived_political_influence_of_actors|CUL,agg_children_rights_recognition_and_respect|NIN
agg_perceived_political_influence_of_actors|CUL,agg_youth_participation_and_voice|NIN
agg_perceived_political_influence_of_actors|CUL,agg_youth_educational_opportunity_and_labor_prospects|NIN
agg_democratic_legitimacy_support|CUL,agg_intergenerational_mobility_perception|POB
agg_democratic_legitimacy_support|CUL,agg_social_policy_preferences|POB
agg_democratic_legitimacy_support|CUL,agg_subjective_economic_wellbeing_and_agency|POB
agg_institutional_trust_and_electoral_confidence|CUL,agg_intergenerational_mobility_perception|POB
agg_institutional_trust_and_electoral_confidence|CUL,agg_social_policy_preferences|POB
agg_institutional_trust_and_electoral_confidence|CUL,agg_subjective_economic_wellbeing_and_agency|POB
agg_political_efficacy_and_engagement|CUL,agg_intergenerational_mobility_perception|POB
agg_political_efficacy_and_engagement|CUL,agg_social_policy_preferences|POB
agg_political_efficacy_and_engagement|CUL,agg_subjective_economic_wellbeing_and_agency|POB
agg_authoritarian_predisposition|CUL,agg_intergenerational_mobility_perception|POB
agg_authoritarian_predisposition|CUL,agg_social_policy_preferences|POB
agg_authoritarian_predisposition|CUL,agg_subjective_economic_wellbeing_and_agency|POB
agg_perceived_political_influence_of_actors|CUL,agg_intergenerational_mobility_perception|POB
agg_perceived_political_influence_of_actors|CUL,agg_social_policy_preferences|POB
agg_perceived_political_influence_of_actors|CUL,agg_subjective_economic_wellbeing_and_agency|POB
agg_democratic_legitimacy_support|CUL,agg_supernatural_beliefs|REL
agg_democratic_legitimacy_support|CUL,agg_personal_religiosity|REL
agg_democratic_legitimacy_support|CUL,agg_religious_socialization|REL
agg_democratic_legitimacy_support|CUL,agg_church_state_separation|REL
agg_democratic_legitimacy_support|CUL,agg_religious_tolerance|REL
agg_institutional_trust_and_electoral_confidence|CUL,agg_supernatural_beliefs|REL
agg_institutional_trust_and_electoral_confidence|CUL,agg_personal_religiosity|REL
agg_institutional_trust_and_electoral_confidence|CUL,agg_religious_socialization|REL
agg_institutional_trust_and_electoral_confidence|CUL,agg_church_state_separation|REL
agg_institutional_trust_and_electoral_confidence|CUL,agg_religious_tolerance|REL
agg_political_efficacy_and_engagement|CUL,agg_supernatural_beliefs|REL
agg_political_efficacy_and_engagement|CUL,agg_personal_religiosity|REL
agg_political_efficacy_and_engagement|CUL,agg_religious_socialization|REL
agg_political_efficacy_and_engagement|CUL,agg_church_state_separation|REL
agg_political_efficacy_and_engagement|CUL,agg_religious_tolerance|REL
agg_authoritarian_predisposition|CUL,agg_supernatural_beliefs|REL
agg_authoritarian_predisposition|CUL,agg_personal_religiosity|REL
agg_authoritarian_predisposition|CUL,agg_religious_socialization|REL
agg_authoritarian_predisposition|CUL,agg_church_state_separation|REL
agg_authoritarian_predisposition|CUL,agg_religious_tolerance|REL
agg_perceived_political_influence_of_actors|CUL,agg_supernatural_beliefs|REL
agg_perceived_political_influence_of_actors|CUL,agg_personal_religiosity|REL
agg_perceived_political_influence_of_actors|CUL,agg_religious_socialization|REL
agg_perceived_political_influence_of_actors|CUL,agg_church_state_separation|REL
agg_perceived_political_influence_of_actors|CUL,agg_religious_tolerance|REL
agg_democratic_legitimacy_support|CUL,agg_functional_health_status|SAL
agg_democratic_legitimacy_support|CUL,agg_subjective_wellbeing|SAL
agg_democratic_legitimacy_support|CUL,agg_health_risk_behaviors|SAL
agg_institutional_trust_and_electoral_confidence|CUL,agg_functional_health_status|SAL
agg_institutional_trust_and_electoral_confidence|CUL,agg_subjective_wellbeing|SAL
agg_institutional_trust_and_electoral_confidence|CUL,agg_health_risk_behaviors|SAL
agg_political_efficacy_and_engagement|CUL,agg_functional_health_status|SAL
agg_political_efficacy_and_engagement|CUL,agg_subjective_wellbeing|SAL
agg_political_efficacy_and_engagement|CUL,agg_health_risk_behaviors|SAL
agg_authoritarian_predisposition|CUL,agg_functional_health_status|SAL
agg_authoritarian_predisposition|CUL,agg_subjective_wellbeing|SAL
agg_authoritarian_predisposition|CUL,agg_health_risk_behaviors|SAL
agg_perceived_political_influence_of_actors|CUL,agg_functional_health_status|SAL
agg_perceived_political_influence_of_actors|CUL,agg_subjective_wellbeing|SAL
agg_perceived_political_influence_of_actors|CUL,agg_health_risk_behaviors|SAL
agg_democratic_legitimacy_support|CUL,agg_perceived_security_trajectory|SEG
agg_democratic_legitimacy_support|CUL,agg_police_institutional_legitimacy|SEG
agg_democratic_legitimacy_support|CUL,agg_crime_victimization_exposure|SEG
agg_democratic_legitimacy_support|CUL,agg_fear_and_risk_avoidance|SEG
agg_democratic_legitimacy_support|CUL,agg_punitive_and_vigilante_attitudes|SEG
agg_institutional_trust_and_electoral_confidence|CUL,agg_perceived_security_trajectory|SEG
agg_institutional_trust_and_electoral_confidence|CUL,agg_police_institutional_legitimacy|SEG
agg_institutional_trust_and_electoral_confidence|CUL,agg_crime_victimization_exposure|SEG
agg_institutional_trust_and_electoral_confidence|CUL,agg_fear_and_risk_avoidance|SEG
agg_institutional_trust_and_electoral_confidence|CUL,agg_punitive_and_vigilante_attitudes|SEG
agg_political_efficacy_and_engagement|CUL,agg_perceived_security_trajectory|SEG
agg_political_efficacy_and_engagement|CUL,agg_police_institutional_legitimacy|SEG
agg_political_efficacy_and_engagement|CUL,agg_crime_victimization_exposure|SEG
agg_political_efficacy_and_engagement|CUL,agg_fear_and_risk_avoidance|SEG
agg_political_efficacy_and_engagement|CUL,agg_punitive_and_vigilante_attitudes|SEG
agg_authoritarian_predisposition|CUL,agg_perceived_security_trajectory|SEG
agg_authoritarian_predisposition|CUL,agg_police_institutional_legitimacy|SEG
agg_authoritarian_predisposition|CUL,agg_crime_victimization_exposure|SEG
agg_authoritarian_predisposition|CUL,agg_fear_and_risk_avoidance|SEG
agg_authoritarian_predisposition|CUL,agg_punitive_and_vigilante_attitudes|SEG
agg_perceived_political_influence_of_actors|CUL,agg_perceived_security_trajectory|SEG
agg_perceived_political_influence_of_actors|CUL,agg_police_institutional_legitimacy|SEG
agg_perceived_political_influence_of_actors|CUL,agg_crime_victimization_exposure|SEG
agg_perceived_political_influence_of_actors|CUL,agg_fear_and_risk_avoidance|SEG
agg_perceived_political_influence_of_actors|CUL,agg_punitive_and_vigilante_attitudes|SEG
agg_democratic_legitimacy_support|CUL,agg_media_trust_and_quality_evaluation|SOC
agg_democratic_legitimacy_support|CUL,agg_perceived_media_social_impact|SOC
agg_institutional_trust_and_electoral_confidence|CUL,agg_media_trust_and_quality_evaluation|SOC
agg_institutional_trust_and_electoral_confidence|CUL,agg_perceived_media_social_impact|SOC
agg_political_efficacy_and_engagement|CUL,agg_media_trust_and_quality_evaluation|SOC
agg_political_efficacy_and_engagement|CUL,agg_perceived_media_social_impact|SOC
agg_authoritarian_predisposition|CUL,agg_media_trust_and_quality_evaluation|SOC
agg_authoritarian_predisposition|CUL,agg_perceived_media_social_impact|SOC
agg_perceived_political_influence_of_actors|CUL,agg_media_trust_and_quality_evaluation|SOC
agg_perceived_political_influence_of_actors|CUL,agg_perceived_media_social_impact|SOC
agg_cultural_socialization_in_childhood|DEP,agg_institutional_trust_justice|DER
agg_cultural_socialization_in_childhood|DEP,agg_authoritarian_security_tradeoff|DER
agg_cultural_socialization_in_childhood|DEP,agg_perceived_discrimination_social_exclusion|DER
agg_cultural_socialization_in_childhood|DEP,agg_rights_awareness_personal_experience|DER
agg_cultural_socialization_in_childhood|DEP,agg_social_rights_service_quality|DER
agg_reading_engagement_and_literacy|DEP,agg_institutional_trust_justice|DER
agg_reading_engagement_and_literacy|DEP,agg_authoritarian_security_tradeoff|DER
agg_reading_engagement_and_literacy|DEP,agg_perceived_discrimination_social_exclusion|DER
agg_reading_engagement_and_literacy|DEP,agg_rights_awareness_personal_experience|DER
agg_reading_engagement_and_literacy|DEP,agg_social_rights_service_quality|DER
agg_cultural_identity_and_heritage|DEP,agg_institutional_trust_justice|DER
agg_cultural_identity_and_heritage|DEP,agg_authoritarian_security_tradeoff|DER
agg_cultural_identity_and_heritage|DEP,agg_perceived_discrimination_social_exclusion|DER
agg_cultural_identity_and_heritage|DEP,agg_rights_awareness_personal_experience|DER
agg_cultural_identity_and_heritage|DEP,agg_social_rights_service_quality|DER
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_institutional_trust_justice|DER
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_authoritarian_security_tradeoff|DER
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_perceived_discrimination_social_exclusion|DER
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_rights_awareness_personal_experience|DER
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_social_rights_service_quality|DER
agg_cultural_socialization_in_childhood|DEP,agg_economic_wellbeing_perception|ECO
agg_cultural_socialization_in_childhood|DEP,agg_job_search_and_employment_precarity|ECO
agg_cultural_socialization_in_childhood|DEP,agg_labor_union_attitudes|ECO
agg_reading_engagement_and_literacy|DEP,agg_economic_wellbeing_perception|ECO
agg_reading_engagement_and_literacy|DEP,agg_job_search_and_employment_precarity|ECO
agg_reading_engagement_and_literacy|DEP,agg_labor_union_attitudes|ECO
agg_cultural_identity_and_heritage|DEP,agg_economic_wellbeing_perception|ECO
agg_cultural_identity_and_heritage|DEP,agg_job_search_and_employment_precarity|ECO
agg_cultural_identity_and_heritage|DEP,agg_labor_union_attitudes|ECO
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_economic_wellbeing_perception|ECO
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_job_search_and_employment_precarity|ECO
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_labor_union_attitudes|ECO
agg_cultural_socialization_in_childhood|DEP,agg_perceived_education_quality|EDU
agg_cultural_socialization_in_childhood|DEP,agg_educational_returns_belief|EDU
agg_cultural_socialization_in_childhood|DEP,agg_school_environment_quality|EDU
agg_cultural_socialization_in_childhood|DEP,agg_digital_and_cultural_capital|EDU
agg_reading_engagement_and_literacy|DEP,agg_perceived_education_quality|EDU
agg_reading_engagement_and_literacy|DEP,agg_educational_returns_belief|EDU
agg_reading_engagement_and_literacy|DEP,agg_school_environment_quality|EDU
agg_reading_engagement_and_literacy|DEP,agg_digital_and_cultural_capital|EDU
agg_cultural_identity_and_heritage|DEP,agg_perceived_education_quality|EDU
agg_cultural_identity_and_heritage|DEP,agg_educational_returns_belief|EDU
agg_cultural_identity_and_heritage|DEP,agg_school_environment_quality|EDU
agg_cultural_identity_and_heritage|DEP,agg_digital_and_cultural_capital|EDU
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_perceived_education_quality|EDU
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_educational_returns_belief|EDU
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_school_environment_quality|EDU
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_digital_and_cultural_capital|EDU
agg_cultural_socialization_in_childhood|DEP,agg_ageism_and_negative_stereotypes|ENV
agg_cultural_socialization_in_childhood|DEP,agg_state_and_family_responsibility_for_elder_care|ENV
agg_cultural_socialization_in_childhood|DEP,agg_assessment_of_older_adult_wellbeing_and_social_conditions|ENV
agg_reading_engagement_and_literacy|DEP,agg_ageism_and_negative_stereotypes|ENV
agg_reading_engagement_and_literacy|DEP,agg_state_and_family_responsibility_for_elder_care|ENV
agg_reading_engagement_and_literacy|DEP,agg_assessment_of_older_adult_wellbeing_and_social_conditions|ENV
agg_cultural_identity_and_heritage|DEP,agg_ageism_and_negative_stereotypes|ENV
agg_cultural_identity_and_heritage|DEP,agg_state_and_family_responsibility_for_elder_care|ENV
agg_cultural_identity_and_heritage|DEP,agg_assessment_of_older_adult_wellbeing_and_social_conditions|ENV
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_ageism_and_negative_stereotypes|ENV
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_state_and_family_responsibility_for_elder_care|ENV
agg_attitudes_toward_cultural_openness_and_foreign_influence|DEP,agg_assessment_of_older_adult_wellbeing_and_social_conditions|ENV
agg_cultural_socialization_in_childhood|DEP,agg_family_cohesion_quality|FAM
agg_cultural_socialization_in_childhood|DEP,agg_ideal_family_normativity|FAM
agg_cultural_socialization_in_childhood|DEP,agg_intergenerational_obligations|FAM
agg_cultural_socialization_in_childhood|DEP,agg_conjugal_union_attitudes|FAM
agg_cultural_socialization_in_childhood|DEP,agg_family_value_transmission|FAM
agg_reading_engagement_and_literacy|DEP,agg_family_cohesion_quality|FAM
agg_reading_engagement_and_literacy|DEP,agg_ideal_family_normativity|FAM
agg_reading_engagement_and_literacy|DEP,agg_intergenerational_obligations|FAM
agg_reading_engagement_and_literacy|DEP,agg_conjugal_union_attitudes|FAM
agg_reading_engagement_and_literacy|DEP,agg_family_value_transmission|FAM
agg_cultural_identity_and_heritage|DEP,agg_family_cohesion_quality|FAM
agg_cultural_identity_and_heritage|DEP,agg_ideal_family_normativity|FAM
